,class,cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season
28,1,547.0,6.0,2.0,10.0,0.5208218590880057,1191.0,11.0,0.8884502877862838
29,1,846.0,6.0,2.0,10.0,1.173376051393426,1613.0,11.0,0.8884502877862838
30,1,826.0,6.0,2.0,10.0,1.0500273930917916,1593.0,11.0,0.8884502877862838
31,1,834.0,6.0,2.0,10.0,1.014216492294543,1591.0,11.0,0.8884502877862838
32,1,664.0,4.0,2.0,10.0,0.7197713079616094,1140.0,11.0,0.9431945538974952
33,1,763.0,6.0,2.0,10.0,0.8192460323984113,1614.0,11.0,0.8884502877862838
34,1,718.0,6.0,2.0,10.0,0.7197713079616094,1291.0,11.0,0.8884502877862838
35,1,594.0,6.0,2.0,10.0,0.7436452418264419,1333.0,11.0,0.8884502877862838
36,1,641.0,6.0,2.0,10.0,0.7476242308039139,1577.0,11.0,0.8884502877862838
37,1,840.0,4.0,2.0,10.0,0.962489635587406,1465.0,11.0,0.9431945538974952
38,1,728.0,4.0,2.0,10.0,1.1654180734384818,1577.0,11.0,0.9431945538974952
39,1,539.0,6.0,2.0,10.0,0.7874141205786347,1394.0,11.0,0.8884502877862838
40,1,605.0,4.0,2.0,10.0,0.9147417678577412,1561.0,11.0,0.9431945538974952
41,1,613.0,6.0,2.0,10.0,0.6600864732995283,1352.0,11.0,0.8884502877862838
42,1,675.0,6.0,2.0,10.0,0.6083596165923914,1499.0,11.0,0.9431945538974952
43,1,510.0,6.0,2.0,10.0,0.4094101677187876,1172.0,11.0,0.9431945538974952
44,1,618.0,6.0,2.0,10.0,0.7118133300066652,1510.0,11.0,0.9431945538974952
45,1,638.0,6.0,2.0,10.0,0.6521284953445842,1635.0,11.0,0.8884502877862838
46,1,585.0,4.0,2.0,10.0,0.6760024292094166,1332.0,11.0,0.9431945538974952
47,1,837.0,6.0,2.0,10.0,0.6680444512544724,1323.0,11.0,0.8884502877862838
48,1,688.0,6.0,2.0,10.0,0.8470989552407158,1421.0,11.0,0.8884502877862838
49,1,805.0,6.0,2.0,10.0,0.2104607188451839,1330.0,11.0,0.9431945538974952
50,1,762.0,6.0,2.0,10.0,0.7237502969390814,1484.0,11.0,0.8884502877862838
51,1,640.0,6.0,2.0,10.0,0.6640654622770004,1250.0,11.0,0.8884502877862838
52,1,699.0,4.0,2.0,10.0,0.962489635587406,1506.0,11.0,0.9431945538974952
53,1,674.0,6.0,2.0,10.0,0.429305112606148,1667.0,11.0,0.9431945538974952
54,1,662.0,6.0,2.0,10.0,1.0579853710467355,1755.0,11.0,0.9431945538974952
55,1,736.0,6.0,2.0,10.0,0.7794561426236906,1404.0,11.0,0.9431945538974952
56,1,563.0,6.0,2.0,10.0,0.6163175945473355,1419.0,11.0,0.9431945538974952
57,1,756.0,6.0,2.0,10.0,1.0540063820692636,1392.0,11.0,0.9431945538974952
58,1,705.0,4.0,2.0,10.0,1.081859304911568,1534.0,11.0,0.8884502877862838
59,1,802.0,6.0,2.0,10.0,1.2489768419653953,1578.0,11.0,0.8884502877862838
60,1,591.0,6.0,2.0,10.0,0.060110531622917,1166.0,11.0,0.9431945538974952
61,1,708.0,4.0,2.0,10.0,0.8510779442181878,1533.0,11.0,0.8884502877862838
62,1,717.0,4.0,2.0,10.0,0.807309065465995,1499.0,11.0,0.8884502877862838
63,1,573.0,4.0,2.0,10.0,0.7237502969390814,1375.0,11.0,0.8884502877862838
64,1,622.0,4.0,2.0,10.0,1.1693970624159538,1482.0,11.0,0.9431945538974952
65,1,516.0,6.0,2.0,10.0,0.4253261236286759,995.0,11.0,0.9431945538974952
66,1,763.0,6.0,2.0,10.0,0.6799814181868887,1396.0,11.0,0.9431945538974952
67,1,592.0,4.0,2.0,10.0,0.9903425584297104,1615.0,11.0,0.8884502877862838
68,1,580.0,4.0,2.0,10.0,0.3298303881693462,1368.0,11.0,0.8884502877862838
69,1,635.0,6.0,2.0,10.0,0.429305112606148,1241.0,11.0,0.9431945538974952
70,1,626.0,6.0,2.0,10.0,0.3696202779440669,1443.0,11.0,0.9431945538974952
71,1,793.0,6.0,2.0,10.0,0.7953720985335788,1485.0,11.0,0.9431945538974952
72,1,607.0,6.0,2.0,10.0,0.4492000574935084,1190.0,11.0,0.8884502877862838
73,1,528.0,4.0,2.0,10.0,0.266166564529793,1355.0,11.0,0.9431945538974952
74,1,758.0,6.0,2.0,10.0,0.6600864732995283,1336.0,11.0,0.8884502877862838
75,1,780.0,6.0,2.0,10.0,0.3537043220341786,1405.0,11.0,0.9431945538974952
76,1,855.0,4.0,2.0,10.0,1.0460484041143194,1575.0,11.0,0.8884502877862838
77,1,752.0,4.0,2.0,10.0,0.7317082748940257,1273.0,11.0,0.8884502877862838
78,1,700.0,6.0,2.0,10.0,0.9545316576324616,1414.0,11.0,0.8884502877862838
79,1,582.0,4.0,2.0,10.0,0.803330076488523,1288.0,11.0,0.9431945538974952
80,1,693.0,4.0,2.0,10.0,0.863014911150604,1245.0,11.0,0.9431945538974952
81,1,657.0,4.0,2.0,10.0,0.6322335504572237,1477.0,11.0,0.9431945538974952
82,1,645.0,4.0,2.0,10.0,0.5168428701105336,1301.0,11.0,0.8884502877862838
83,1,677.0,4.0,2.0,10.0,0.7356872638714977,1477.0,11.0,0.9431945538974952
84,1,722.0,6.0,2.0,10.0,0.6720234402319445,1331.0,11.0,0.9431945538974952
85,1,738.0,6.0,2.0,10.0,0.699876363074249,1549.0,11.0,0.8884502877862838
86,1,566.0,6.0,2.0,10.0,0.5446957929528382,1353.0,11.0,0.9431945538974952
87,1,736.0,4.0,2.0,10.0,0.6521284953445842,1417.0,11.0,0.8884502877862838
88,1,614.0,6.0,2.0,10.0,0.8431199662632437,1468.0,11.0,0.8884502877862838
89,1,614.0,6.0,2.0,10.0,0.962489635587406,1156.0,11.0,0.8884502877862838
90,1,821.0,4.0,2.0,10.0,1.0778803159340962,1632.0,11.0,0.8884502877862838
91,1,745.0,6.0,2.0,10.0,0.958510646609934,1749.0,11.0,0.8884502877862838
92,1,624.0,6.0,2.0,10.0,0.4929689362457012,1372.0,11.0,0.8884502877862838
93,1,713.0,6.0,2.0,10.0,1.0858382938890403,1523.0,11.0,0.9431945538974952
94,1,677.0,4.0,2.0,10.0,0.8948468229703807,1534.0,11.0,0.8884502877862838
95,1,692.0,6.0,2.0,10.0,0.4213471346512039,1413.0,11.0,0.8884502877862838
96,1,731.0,6.0,2.0,10.0,0.4810319693132849,1319.0,11.0,0.9431945538974952
97,1,639.0,4.0,2.0,10.0,0.6163175945473355,1509.0,11.0,0.9431945538974952
98,1,725.0,4.0,2.0,10.0,1.3683465112895574,1747.0,11.0,0.9431945538974952
99,1,869.0,4.0,2.0,10.0,1.18133402934837,1828.0,11.0,0.8884502877862838
100,1,749.0,4.0,2.0,10.0,1.2251029081005629,1537.0,11.0,0.9431945538974952
101,1,592.0,6.0,2.0,10.0,0.4850109582907571,1273.0,11.0,0.8884502877862838
102,1,680.0,6.0,2.0,10.0,0.9465736796775176,1489.0,11.0,0.9431945538974952
103,1,783.0,4.0,2.0,10.0,0.7436452418264419,1336.0,11.0,0.9431945538974952
104,1,673.0,6.0,2.0,10.0,0.5486747819303103,1544.0,11.0,0.8884502877862838
105,1,505.0,4.0,2.0,10.0,0.0473221707688289,1046.0,11.0,0.9431945538974952
106,1,655.0,4.0,2.0,10.0,0.4213471346512039,1156.0,11.0,0.8884502877862838
107,1,595.0,6.0,2.0,10.0,0.4412420795385642,1413.0,11.0,0.9431945538974952
108,1,809.0,4.0,2.0,10.0,0.4690950023808687,1220.0,11.0,0.8884502877862838
109,1,773.0,4.0,2.0,10.0,0.807309065465995,1373.0,11.0,0.8884502877862838
110,1,796.0,4.0,2.0,10.0,0.8709728891055483,1531.0,11.0,0.8884502877862838
111,1,698.0,6.0,2.0,10.0,0.8311829993308275,1436.0,11.0,0.9431945538974952
112,1,714.0,4.0,2.0,10.0,0.6760024292094166,1211.0,11.0,0.9431945538974952
113,1,707.0,4.0,2.0,10.0,0.9823845804747664,1768.0,11.0,0.9431945538974952
114,1,765.0,4.0,2.0,10.0,0.7595611977363301,1314.0,11.0,0.8884502877862838
115,1,642.0,6.0,2.0,10.0,0.4571580354484525,1364.0,11.0,0.9431945538974952
116,1,646.0,6.0,2.0,10.0,0.7953720985335788,1557.0,11.0,0.8884502877862838
117,1,755.0,6.0,2.0,10.0,0.5645907378401985,1534.0,11.0,0.9431945538974952
118,1,803.0,4.0,2.0,10.0,1.0301324482044312,1582.0,11.0,0.8884502877862838
119,1,702.0,4.0,2.0,10.0,1.1693970624159538,1501.0,11.0,0.9431945538974952
120,1,727.0,4.0,2.0,10.0,1.121649194686289,1659.0,11.0,0.8884502877862838
121,1,584.0,4.0,2.0,10.0,0.5566327598852544,1316.0,11.0,0.8884502877862838
122,1,679.0,6.0,2.0,10.0,0.9545316576324616,1430.0,11.0,0.8884502877862838
123,1,775.0,4.0,2.0,10.0,0.9306577237676292,1578.0,11.0,0.9431945538974952
124,1,814.0,4.0,2.0,10.0,0.5446957929528382,1552.0,11.0,0.9431945538974952
125,1,698.0,4.0,2.0,10.0,0.8749518780830203,1570.0,11.0,0.8884502877862838
126,1,741.0,6.0,2.0,10.0,0.4929689362457012,1287.0,11.0,0.8884502877862838
127,1,944.0,6.0,2.0,10.0,1.5633169711856891,1965.0,11.0,0.8884502877862838
128,1,816.0,4.0,2.0,10.0,0.910762778880269,1519.0,11.0,0.8884502877862838
129,1,672.0,6.0,2.0,10.0,0.4929689362457012,1470.0,11.0,0.8884502877862838
130,1,663.0,6.0,2.0,10.0,0.6680444512544724,1404.0,11.0,0.8884502877862838
131,1,612.0,6.0,2.0,10.0,0.6680444512544724,1322.0,11.0,0.9431945538974952
132,1,725.0,6.0,2.0,10.0,0.5924436606825031,1437.0,11.0,0.8884502877862838
133,1,676.0,6.0,2.0,10.0,0.7794561426236906,1358.0,11.0,0.9431945538974952
134,1,738.0,4.0,2.0,10.0,1.06594334900168,1535.0,11.0,0.8884502877862838
135,1,708.0,6.0,2.0,10.0,0.6481495063671121,1560.0,11.0,0.9431945538974952
136,1,748.0,4.0,2.0,10.0,0.64417051738964,1390.0,11.0,0.8884502877862838
137,1,748.0,6.0,2.0,10.0,0.5645907378401985,1408.0,11.0,0.9431945538974952
138,1,825.0,6.0,2.0,10.0,0.9784055914972942,1630.0,11.0,0.8884502877862838
139,1,664.0,4.0,2.0,10.0,0.6163175945473355,1238.0,11.0,0.8884502877862838
140,1,790.0,6.0,2.0,10.0,1.0460484041143194,1795.0,11.0,0.8884502877862838
141,1,570.0,6.0,2.0,10.0,0.5128638811330616,1309.0,11.0,0.9431945538974952
142,1,561.0,4.0,2.0,10.0,0.3298303881693462,1137.0,11.0,0.9431945538974952
143,1,724.0,4.0,2.0,10.0,0.9903425584297104,1502.0,11.0,0.8884502877862838
144,1,647.0,6.0,2.0,10.0,1.2012289742357305,1758.0,11.0,0.9431945538974952
145,1,722.0,6.0,2.0,10.0,0.4531790464709804,1379.0,11.0,0.9431945538974952
146,1,634.0,4.0,2.0,10.0,0.5208218590880057,1312.0,11.0,0.8884502877862838
147,1,638.0,6.0,2.0,10.0,1.0778803159340962,1569.0,11.0,0.8884502877862838
148,1,593.0,6.0,2.0,10.0,0.9028048009253248,1415.0,11.0,0.9431945538974952
149,1,648.0,6.0,2.0,10.0,0.3855362338539552,1306.0,11.0,0.9431945538974952
150,1,726.0,6.0,2.0,10.0,0.5208218590880057,1269.0,11.0,0.8884502877862838
151,1,798.0,6.0,2.0,10.0,0.9744266025198222,1687.0,11.0,0.9431945538974952
152,1,680.0,4.0,2.0,10.0,1.0261534592269592,1603.0,11.0,0.8884502877862838
153,1,725.0,6.0,2.0,10.0,0.8192460323984113,1576.0,11.0,0.8884502877862838
154,1,738.0,4.0,2.0,10.0,0.64417051738964,1269.0,11.0,0.9431945538974952
155,1,730.0,4.0,2.0,10.0,1.0500273930917916,1618.0,11.0,0.9431945538974952
156,1,849.0,4.0,2.0,10.0,1.4280313459516385,1951.0,11.0,0.9431945538974952
157,1,589.0,6.0,2.0,10.0,0.6322335504572237,1529.0,11.0,0.9431945538974952
158,1,540.0,6.0,2.0,10.0,0.3178934212369299,1109.0,11.0,0.8884502877862838
159,1,709.0,6.0,2.0,10.0,0.4810319693132849,1400.0,11.0,0.8884502877862838
160,1,651.0,6.0,2.0,10.0,0.9226997458126852,1770.0,11.0,0.9431945538974952
161,1,755.0,6.0,2.0,10.0,0.7675191756912743,1473.0,11.0,0.8884502877862838
162,1,831.0,4.0,2.0,10.0,0.7078343410291932,1687.0,11.0,0.8884502877862838
163,1,697.0,6.0,2.0,10.0,0.8669939001280762,1547.0,11.0,0.9431945538974952
164,1,626.0,4.0,2.0,10.0,0.5009269142006454,1349.0,11.0,0.8884502877862838
165,1,668.0,4.0,2.0,10.0,0.4014521897638435,1259.0,11.0,0.9431945538974952
166,1,788.0,4.0,2.0,10.0,0.5685697268176706,1553.0,11.0,0.9431945538974952
167,1,679.0,6.0,2.0,10.0,0.9943215474071824,1503.0,11.0,0.8884502877862838
168,1,825.0,6.0,2.0,10.0,0.9983005363846544,1649.0,11.0,0.9431945538974952
169,1,721.0,6.0,2.0,10.0,0.8749518780830203,1570.0,11.0,0.9431945538974952
170,1,769.0,4.0,2.0,10.0,0.5168428701105336,1429.0,11.0,0.9431945538974952
171,1,697.0,4.0,2.0,10.0,0.6600864732995283,1578.0,11.0,0.8884502877862838
172,1,756.0,6.0,2.0,10.0,0.7635401867138022,1531.0,11.0,0.8884502877862838
173,1,726.0,4.0,2.0,10.0,0.4094101677187876,1103.0,11.0,0.9431945538974952
174,1,749.0,4.0,2.0,10.0,0.807309065465995,1608.0,11.0,0.8884502877862838
175,1,808.0,6.0,2.0,10.0,0.9943215474071824,1527.0,11.0,0.8884502877862838
176,1,737.0,6.0,2.0,10.0,0.7197713079616094,1377.0,11.0,0.9431945538974952
177,1,673.0,4.0,2.0,10.0,0.5168428701105336,1524.0,11.0,0.8884502877862838
178,1,646.0,6.0,2.0,10.0,0.7794561426236906,1410.0,11.0,0.8884502877862838
179,1,724.0,4.0,2.0,10.0,1.233060886055507,1755.0,11.0,0.9431945538974952
180,1,694.0,6.0,2.0,10.0,0.5964226496599752,1328.0,11.0,0.9431945538974952
181,1,760.0,4.0,2.0,10.0,0.9943215474071824,1559.0,11.0,0.8884502877862838
182,1,581.0,6.0,2.0,10.0,0.5844856827275589,1231.0,11.0,0.8884502877862838
183,1,672.0,4.0,2.0,10.0,0.7078343410291932,1421.0,11.0,0.9431945538974952
184,1,707.0,4.0,2.0,10.0,0.7555822087588581,1395.0,11.0,0.9431945538974952
185,1,711.0,4.0,2.0,10.0,0.6362125394346959,1561.0,11.0,0.8884502877862838
186,1,798.0,4.0,2.0,10.0,0.7953720985335788,1694.0,11.0,0.9431945538974952
187,1,598.0,6.0,2.0,10.0,0.270145553507265,1250.0,11.0,0.8884502877862838
188,1,752.0,4.0,2.0,10.0,0.4730739913583408,1290.0,11.0,0.9431945538974952
189,1,809.0,4.0,2.0,10.0,1.3245776325373646,1669.0,11.0,0.8884502877862838
190,1,560.0,6.0,2.0,10.0,0.4571580354484525,1443.0,11.0,0.9431945538974952
191,1,839.0,4.0,2.0,10.0,0.7794561426236906,1612.0,11.0,0.8884502877862838
192,1,584.0,4.0,2.0,10.0,0.0831330715660775,1298.0,11.0,0.9431945538974952
193,1,870.0,4.0,2.0,10.0,0.7953720985335788,1418.0,11.0,0.8884502877862838
194,1,614.0,6.0,2.0,10.0,0.3656412889665948,1489.0,11.0,0.8884502877862838
195,1,693.0,4.0,2.0,10.0,1.022174470249487,1743.0,11.0,0.9431945538974952
196,1,716.0,6.0,2.0,10.0,0.7078343410291932,1458.0,11.0,0.9431945538974952
197,1,861.0,6.0,2.0,10.0,0.7754771536462185,1655.0,11.0,0.8884502877862838
198,1,686.0,6.0,2.0,10.0,0.2343346527100163,1241.0,11.0,0.9431945538974952
199,1,774.0,4.0,2.0,10.0,0.5009269142006454,1312.0,11.0,0.8884502877862838
200,1,741.0,6.0,2.0,10.0,0.859035922173132,1591.0,11.0,0.9431945538974952
201,1,758.0,6.0,2.0,10.0,1.0420694151368477,1624.0,11.0,0.9431945538974952
202,1,793.0,6.0,2.0,10.0,1.18133402934837,1661.0,11.0,0.8884502877862838
203,1,599.0,4.0,2.0,10.0,0.7794561426236906,1489.0,11.0,0.8884502877862838
204,1,688.0,4.0,2.0,10.0,0.377578255899011,1138.0,11.0,0.8884502877862838
205,1,752.0,4.0,2.0,10.0,0.8192460323984113,1442.0,11.0,0.9431945538974952
206,1,668.0,6.0,2.0,10.0,1.1017542497989286,1843.0,11.0,0.8884502877862838
207,1,657.0,6.0,2.0,10.0,0.214439707822656,1078.0,11.0,0.8884502877862838
208,1,815.0,6.0,2.0,10.0,0.4889899472682291,1432.0,11.0,0.8884502877862838
209,1,777.0,6.0,2.0,10.0,0.8749518780830203,1447.0,11.0,0.8884502877862838
210,1,604.0,6.0,2.0,10.0,0.3815572448764831,1219.0,11.0,0.8884502877862838
211,1,643.0,4.0,2.0,10.0,0.540716803975366,1317.0,11.0,0.8884502877862838
212,1,732.0,4.0,2.0,10.0,1.1574600954835377,1496.0,11.0,0.9431945538974952
213,1,725.0,4.0,2.0,10.0,0.4253261236286759,1399.0,11.0,0.9431945538974952
214,1,569.0,4.0,2.0,10.0,0.3059564543045137,1461.0,11.0,0.9431945538974952
215,1,781.0,4.0,2.0,10.0,0.540716803975366,1376.0,11.0,0.8884502877862838
216,1,843.0,6.0,2.0,10.0,0.9903425584297104,1546.0,11.0,0.8884502877862838
217,1,632.0,6.0,2.0,10.0,0.9067837899027968,1271.0,11.0,0.8884502877862838
218,1,741.0,6.0,2.0,10.0,0.5805066937500868,1392.0,11.0,0.9431945538974952
219,1,676.0,6.0,2.0,10.0,0.2542295975973768,1472.0,11.0,0.8884502877862838
220,1,747.0,4.0,2.0,10.0,0.4889899472682291,1446.0,11.0,0.9431945538974952
221,1,759.0,6.0,2.0,10.0,0.9983005363846544,1473.0,11.0,0.8884502877862838
222,1,733.0,4.0,2.0,10.0,0.6561074843220562,1442.0,11.0,0.9431945538974952
223,1,766.0,6.0,2.0,10.0,0.3815572448764831,1387.0,11.0,0.8884502877862838
224,1,839.0,4.0,2.0,10.0,1.0062585143395988,1685.0,11.0,0.8884502877862838
225,1,679.0,4.0,2.0,10.0,0.863014911150604,1524.0,11.0,0.8884502877862838
226,1,816.0,4.0,2.0,10.0,0.910762778880269,1508.0,11.0,0.8884502877862838
227,1,724.0,6.0,2.0,10.0,0.7595611977363301,1634.0,11.0,0.8884502877862838
228,1,769.0,4.0,2.0,10.0,0.9983005363846544,1455.0,11.0,0.8884502877862838
229,1,561.0,6.0,2.0,10.0,0.7396662528489698,1564.0,11.0,0.9431945538974952
230,1,523.0,6.0,2.0,10.0,0.2781035314622092,1477.0,11.0,0.9431945538974952
231,1,775.0,4.0,2.0,10.0,0.803330076488523,1491.0,11.0,0.9431945538974952
232,1,817.0,6.0,2.0,10.0,0.9028048009253248,1646.0,11.0,0.9431945538974952
233,1,618.0,6.0,2.0,10.0,0.7555822087588581,1352.0,11.0,0.9431945538974952
234,1,727.0,4.0,2.0,10.0,0.8948468229703807,1616.0,11.0,0.9431945538974952
235,1,579.0,6.0,2.0,10.0,0.7038553520517211,1319.0,11.0,0.9431945538974952
236,1,734.0,6.0,2.0,10.0,0.2979984763495695,1397.0,11.0,0.9431945538974952
237,1,776.0,4.0,2.0,10.0,1.1296071726412331,1711.0,11.0,0.9431945538974952
238,1,663.0,4.0,2.0,10.0,0.640191528412168,1452.0,11.0,0.9431945538974952
239,1,799.0,4.0,2.0,10.0,1.344472577424725,1767.0,11.0,0.9431945538974952
240,1,684.0,6.0,2.0,10.0,0.4412420795385642,1382.0,11.0,0.8884502877862838
241,1,865.0,4.0,2.0,10.0,0.9744266025198222,1826.0,11.0,0.8884502877862838
242,1,709.0,4.0,2.0,10.0,0.7157923189841373,1298.0,11.0,0.9431945538974952
243,1,783.0,6.0,2.0,10.0,0.699876363074249,1508.0,11.0,0.8884502877862838
244,1,692.0,6.0,2.0,10.0,0.7635401867138022,1490.0,11.0,0.9431945538974952
245,1,778.0,6.0,2.0,10.0,0.3855362338539552,1167.0,11.0,0.9431945538974952
246,1,800.0,6.0,2.0,10.0,0.6680444512544724,1392.0,11.0,0.9431945538974952
247,1,786.0,4.0,2.0,10.0,0.5168428701105336,1261.0,11.0,0.9431945538974952
248,1,658.0,4.0,2.0,10.0,0.2184186968001281,1014.0,11.0,0.8884502877862838
249,1,804.0,6.0,2.0,10.0,0.9943215474071824,1588.0,11.0,0.9431945538974952
250,1,619.0,6.0,2.0,10.0,0.3815572448764831,1363.0,11.0,0.9431945538974952
251,1,842.0,4.0,2.0,10.0,1.244997852987923,1657.0,11.0,0.9431945538974952
252,1,613.0,4.0,2.0,10.0,0.4173681456737318,1294.0,11.0,0.8884502877862838
253,1,635.0,6.0,2.0,10.0,0.5208218590880057,1377.0,11.0,0.8884502877862838
254,1,714.0,4.0,2.0,10.0,0.640191528412168,1318.0,11.0,0.9431945538974952
255,1,697.0,4.0,2.0,10.0,0.4969479252231732,1351.0,11.0,0.9431945538974952
256,1,818.0,6.0,2.0,10.0,0.6839604071643608,1543.0,11.0,0.9431945538974952
257,1,760.0,6.0,2.0,10.0,1.0261534592269592,1548.0,11.0,0.9431945538974952
258,1,686.0,4.0,2.0,10.0,0.4372630905610921,1344.0,11.0,0.8884502877862838
259,1,885.0,4.0,2.0,10.0,1.1296071726412331,1580.0,11.0,0.9431945538974952
260,1,774.0,6.0,2.0,10.0,1.0420694151368477,1552.0,11.0,0.9431945538974952
261,1,729.0,6.0,2.0,10.0,0.7118133300066652,1599.0,11.0,0.8884502877862838
262,1,710.0,6.0,2.0,10.0,0.5645907378401985,1396.0,11.0,0.9431945538974952
263,1,782.0,6.0,2.0,10.0,0.9903425584297104,1574.0,11.0,0.9431945538974952
264,1,536.0,4.0,2.0,10.0,0.4094101677187876,1315.0,11.0,0.9431945538974952
265,1,658.0,4.0,2.0,10.0,0.7118133300066652,1201.0,11.0,0.8884502877862838
266,1,643.0,6.0,2.0,10.0,0.536737814997894,1330.0,11.0,0.8884502877862838
267,1,674.0,6.0,2.0,10.0,0.7635401867138022,1233.0,11.0,0.9431945538974952
268,1,756.0,4.0,2.0,10.0,0.4531790464709804,1311.0,11.0,0.9431945538974952
269,1,720.0,4.0,2.0,10.0,0.9823845804747664,1678.0,11.0,0.8884502877862838
270,1,583.0,6.0,2.0,10.0,0.6202965835248075,1130.0,11.0,0.9431945538974952
271,1,697.0,4.0,2.0,10.0,0.6879393961418329,1341.0,11.0,0.9431945538974952
272,1,599.0,4.0,2.0,10.0,0.5168428701105336,939.0,11.0,0.9431945538974952
273,1,791.0,4.0,2.0,10.0,0.5924436606825031,1469.0,11.0,0.8884502877862838
274,1,708.0,6.0,2.0,10.0,0.7277292859165536,1546.0,11.0,0.8884502877862838
275,1,719.0,6.0,2.0,10.0,0.8550569331956599,1294.0,11.0,0.9431945538974952
276,1,691.0,4.0,2.0,10.0,0.8431199662632437,1582.0,11.0,0.8884502877862838
277,1,587.0,4.0,2.0,10.0,0.214439707822656,1022.0,11.0,0.8884502877862838
278,1,732.0,4.0,2.0,10.0,1.0778803159340962,1745.0,11.0,0.9431945538974952
279,1,473.0,6.0,2.0,10.0,0.4730739913583408,1138.0,11.0,0.9431945538974952
280,1,654.0,6.0,2.0,10.0,0.6799814181868887,1417.0,11.0,0.9431945538974952
281,1,730.0,6.0,2.0,10.0,0.4690950023808687,1292.0,11.0,0.8884502877862838
282,1,720.0,6.0,2.0,10.0,0.6561074843220562,1343.0,11.0,0.9431945538974952
283,1,642.0,4.0,2.0,10.0,0.8112880544434671,1447.0,11.0,0.9431945538974952
284,1,799.0,4.0,2.0,10.0,1.1614390844610096,1566.0,11.0,0.9431945538974952
285,1,736.0,6.0,2.0,10.0,0.64417051738964,1204.0,11.0,0.8884502877862838
286,1,723.0,6.0,2.0,10.0,0.958510646609934,1426.0,11.0,0.8884502877862838
287,1,812.0,6.0,2.0,10.0,0.5844856827275589,1554.0,11.0,0.9431945538974952
288,1,680.0,4.0,2.0,10.0,0.7754771536462185,1441.0,11.0,0.8884502877862838
289,1,789.0,4.0,2.0,10.0,1.0579853710467355,1579.0,11.0,0.9431945538974952
290,1,661.0,6.0,2.0,10.0,0.7834351316011626,1361.0,11.0,0.8884502877862838
291,1,549.0,6.0,2.0,10.0,0.7078343410291932,1484.0,11.0,0.9431945538974952
292,1,844.0,6.0,2.0,10.0,0.9903425584297104,1428.0,11.0,0.9431945538974952
293,1,717.0,6.0,2.0,10.0,0.2383136416874884,1043.0,11.0,0.9431945538974952
294,1,763.0,4.0,2.0,10.0,0.9306577237676292,1450.0,11.0,0.9431945538974952
295,1,760.0,4.0,2.0,10.0,1.022174470249487,1548.0,11.0,0.9431945538974952
